entry_i,exit_i,side,entry_time,exit_time,entry,exit,bars,gross_bp,net_bp,forced_year_end,year
45372,45618,-1,2023-10-18 09:42:00+08:00,2023-10-19 09:48:00+08:00,874.25,877.71,246,-39.576780097225765,-43.575980257193336,False,2023
46097,46358,-1,2023-10-23 09:47:00+08:00,2023-10-24 10:08:00+08:00,851.3,850.02,261,15.035827557852155,11.03662739788458,False,2023
46369,46805,1,2023-10-24 10:19:00+08:00,2023-10-26 09:35:00+08:00,852.67,844.94,436,-90.65640869269309,-94.6193535402462,False,2023
48482,49442,1,2023-11-06 09:32:00+08:00,2023-11-10 09:32:00+08:00,884.11,887.11,960,33.93242922260731,29.919658805002136,False,2023
49442,49929,-1,2023-11-10 09:32:00+08:00,2023-11-14 09:39:00+08:00,887.11,900.83,487,-154.65951234908903,-158.6587125090566,False,2023
49930,50442,1,2023-11-14 09:40:00+08:00,2023-11-16 10:12:00+08:00,901.22,891.85,512,-103.97017376445272,-107.92779417086562,False,2023
50989,51382,1,2023-11-20 11:19:00+08:00,2023-11-22 09:52:00+08:00,894.37,880.58,393,-154.18674597761472,-158.12428377166455,False,2023
53214,53522,1,2023-12-01 13:54:00+08:00,2023-12-05 09:32:00+08:00,866.52,856.81,308,-112.05742510271067,-116.01181125543869,False,2023
53522,54144,-1,2023-12-05 09:32:00+08:00,2023-12-07 13:24:00+08:00,856.81,848.72,622,94.41999976657512,90.42079960660755,False,2023
55989,57181,1,2023-12-19 10:39:00+08:00,2023-12-26 10:31:00+08:00,850.32,827.78,1192,-265.07667701571313,-268.9698677067687,False,2023
57299,58079,1,2023-12-26 13:59:00+08:00,2023-12-29 14:59:00+08:00,830.8,852.36,780,259.50890707751694,255.40592411127827,True,2023
0,6,1,2024-01-02 09:30:00+08:00,2024-01-02 09:36:00+08:00,850.97,845.08,6,-69.21513096818876,-73.18665061187279,False,2024
7,1487,-1,2024-01-02 09:37:00+08:00,2024-01-10 10:17:00+08:00,844.79,788.62,1480,664.8989689745378,660.899768814569,False,2024
1489,2163,1,2024-01-10 10:19:00+08:00,2024-01-15 09:33:00+08:00,789.67,773.9,674,-199.70367368647658,-203.62300835006897,False,2024
2164,2195,-1,2024-01-15 09:34:00+08:00,2024-01-15 10:05:00+08:00,773.42,782.77,31,-120.89162421452748,-124.89082437449505,False,2024
2196,2878,1,2024-01-15 10:06:00+08:00,2024-01-17 14:58:00+08:00,782.38,757.47,682,-318.38748434264596,-322.25935497478207,False,2024
2882,3070,-1,2024-01-18 09:32:00+08:00,2024-01-18 14:10:00+08:00,752.2,754.74,188,-33.767614996012,-37.76681515597957,False,2024
3110,3364,1,2024-01-18 14:50:00+08:00,2024-01-22 09:34:00+08:00,767.19,759.87,254,-95.41313103664129,-99.3741735757192,False,2024
3583,4033,-1,2024-01-22 14:43:00+08:00,2024-01-24 14:13:00+08:00,737.46,746.86,450,-127.46454044965105,-131.46374060961864,False,2024
4035,4801,1,2024-01-24 14:15:00+08:00,2024-01-30 09:31:00+08:00,746.37,717.13,766,-391.7627986119487,-395.6053249872293,False,2024
4802,5136,-1,2024-01-30 09:32:00+08:00,2024-01-31 11:06:00+08:00,712.39,697.29,334,211.96254860399554,207.96334844402685,False,2024
5327,5644,1,2024-02-01 10:17:00+08:00,2024-02-02 13:04:00+08:00,698.51,673.03,317,-364.7764527351083,-368.6297714902631,False,2024
5650,5739,-1,2024-02-02 13:10:00+08:00,2024-02-02 14:39:00+08:00,669.63,679.66,89,-149.7842091901491,-153.7834093501167,False,2024
5740,7202,1,2024-02-02 14:40:00+08:00,2024-02-21 09:32:00+08:00,681.37,746.75,1462,959.537402585966,955.1544642126064,False,2024
7202,8260,-1,2024-02-21 09:32:00+08:00,2024-02-27 11:10:00+08:00,746.75,775.62,1058,-386.608637428858,-390.60783758882553,False,2024
8279,8477,1,2024-02-27 11:29:00+08:00,2024-02-28 10:47:00+08:00,781.85,794.85,198,166.27230287139528,162.2066070894035,False,2024
9622,9721,-1,2024-03-06 09:52:00+08:00,2024-03-06 13:01:00+08:00,806.33,821.73,99,-190.9888011112071,-194.98800127117465,False,2024
9722,9964,1,2024-03-06 13:02:00+08:00,2024-03-07 13:04:00+08:00,821.39,796.15,242,-307.28399420494543,-311.1603053450351,False,2024
10585,11227,1,2024-03-12 09:55:00+08:00,2024-03-14 14:07:00+08:00,826.58,798.13,642,-344.1893101696147,-348.05086213515415,False,2024
12242,12319,1,2024-03-21 09:32:00+08:00,2024-03-21 10:49:00+08:00,822.79,807.45,77,-186.43882400126267,-190.36346354375345,False,2024
12725,13924,-1,2024-03-25 09:35:00+08:00,2024-04-01 09:34:00+08:00,787.02,767.81,1199,244.08528372849568,240.08608356852702,False,2024
13928,14412,1,2024-04-01 09:38:00+08:00,2024-04-03 09:42:00+08:00,770.59,762.29,484,-107.70967700074019,-111.66580190495878,False,2024
14656,15366,-1,2024-04-08 09:46:00+08:00,2024-04-11 09:36:00+08:00,748.91,741.23,710,102.54903793513125,98.54983777516368,False,2024
15846,16104,1,2024-04-15 09:36:00+08:00,2024-04-16 09:54:00+08:00,748.26,740.51,258,-103.57362414134097,-107.53140313588538,False,2024
16809,18006,-1,2024-04-19 09:39:00+08:00,2024-04-26 09:36:00+08:00,739.18,739.3,1197,-1.6234205470921914,-5.622620707059767,False,2024
18006,19045,1,2024-04-26 09:36:00+08:00,2024-05-07 10:55:00+08:00,739.3,770.12,1039,416.8808332206142,412.714914071155,False,2024
19444,19686,1,2024-05-09 09:34:00+08:00,2024-05-10 09:36:00+08:00,767.05,773.25,242,80.82915064206998,76.79762528688406,False,2024
19687,20162,-1,2024-05-10 09:37:00+08:00,2024-05-14 09:32:00+08:00,772.57,769.25,475,42.97345224381077,38.9742520838432,False,2024
20166,20405,1,2024-05-14 09:36:00+08:00,2024-05-15 09:35:00+08:00,768.97,755.33,239,-177.3801318647017,-181.30839415949728,False,2024
20910,21846,1,2024-05-17 10:00:00+08:00,2024-05-23 09:36:00+08:00,751.48,750.48,936,-13.307074040559419,-17.300952435264083,False,2024
22335,22448,-1,2024-05-27 09:45:00+08:00,2024-05-27 13:08:00+08:00,722.5,728.75,113,-86.5051903114189,-90.50439047138647,False,2024
22448,25443,1,2024-05-27 13:08:00+08:00,2024-06-14 09:33:00+08:00,728.75,753.81,2995,343.87650085763164,339.7397776019395,False,2024
26464,26642,1,2024-06-20 10:34:00+08:00,2024-06-21 09:32:00+08:00,762.91,748.29,178,-191.6346620178,-195.55722364066776,False,2024
26642,27489,-1,2024-06-21 09:32:00+08:00,2024-06-26 13:09:00+08:00,748.29,721.68,847,355.610792607145,351.61159244717635,False,2024
27492,28094,1,2024-06-26 13:12:00+08:00,2024-07-01 09:44:00+08:00,721.89,706.02,602,-219.83958774882572,-223.75086965734425,False,2024
28221,28573,1,2024-07-01 13:21:00+08:00,2024-07-03 09:43:00+08:00,708.88,693.99,352,-210.04965579505708,-213.96485289331912,False,2024
28660,29045,1,2024-07-03 11:10:00+08:00,2024-07-05 09:35:00+08:00,702.33,686.75,385,-221.83304144775317,-225.74352613423665,False,2024
29048,29194,-1,2024-07-05 09:38:00+08:00,2024-07-05 13:34:00+08:00,685.71,696.03,146,-150.50094063087772,-154.50014079084528,False,2024
30002,30094,1,2024-07-11 09:32:00+08:00,2024-07-11 11:04:00+08:00,717.29,712.42,92,-67.89443600217493,-71.86648381821037,False,2024
31201,31327,-1,2024-07-18 09:31:00+08:00,2024-07-18 13:07:00+08:00,722.93,731.6,126,-119.92862379483604,-123.92782395480361,False,2024
31329,31923,1,2024-07-18 13:09:00+08:00,2024-07-23 09:33:00+08:00,732.01,745.35,594,182.23794756902169,178.16586680614589,False,2024
31925,32511,-1,2024-07-23 09:35:00+08:00,2024-07-25 11:21:00+08:00,744.35,721.47,586,307.3822798414727,303.38307968150514,False,2024
33122,33195,-1,2024-07-30 09:32:00+08:00,2024-07-30 10:45:00+08:00,703.6,710.51,73,-98.20920977828163,-102.2084099382492,False,2024
33196,33843,1,2024-07-30 10:46:00+08:00,2024-08-02 09:33:00+08:00,711.85,734.21,647,314.11111891550104,309.98629943183255,False,2024
34807,34889,-1,2024-08-08 09:37:00+08:00,2024-08-08 10:59:00+08:00,701.9,710.44,82,-121.66975352614351,-125.66895368611108,False,2024
34897,36747,1,2024-08-08 11:07:00+08:00,2024-08-20 09:57:00+08:00,713.68,699.08,1850,-204.57347830960538,-208.4908654408557,False,2024
36750,37612,-1,2024-08-20 10:00:00+08:00,2024-08-23 13:52:00+08:00,698.93,688.33,862,151.66039517548137,147.66119501551378,False,2024
38481,38888,1,2024-08-29 10:51:00+08:00,2024-09-02 09:38:00+08:00,680.19,687.83,407,112.32155721195625,108.27743741303131,False,2024
38889,39136,-1,2024-09-02 09:39:00+08:00,2024-09-03 09:46:00+08:00,686.36,676.25,247,147.29879363599264,143.29959347602505,False,2024
39162,39364,1,2024-09-03 10:12:00+08:00,2024-09-04 09:34:00+08:00,680.12,669.53,202,-155.70781626771836,-159.64474575531406,False,2024
39365,39665,-1,2024-09-04 09:35:00+08:00,2024-09-05 10:35:00+08:00,668.22,680.67,300,-186.3158839903023,-190.31508415026988,False,2024
40455,43682,1,2024-09-10 13:15:00+08:00,2024-10-09 09:32:00+08:00,658.29,960.43,3227,4589.770465904084,4583.935724665971,False,2024
43682,43701,-1,2024-10-09 09:32:00+08:00,2024-10-09 09:51:00+08:00,960.43,1067.04,19,-1110.023635246713,-1114.0228354066805,False,2024
43925,44525,-1,2024-10-10 09:35:00+08:00,2024-10-14 13:05:00+08:00,966.76,913.23,600,553.7051595018405,549.7059593418729,False,2024
44543,44882,1,2024-10-14 13:23:00+08:00,2024-10-16 09:32:00+08:00,928.25,884.29,339,-473.5793159170487,-477.3891222294191,False,2024
44882,45426,-1,2024-10-16 09:32:00+08:00,2024-10-18 10:36:00+08:00,884.29,897.43,544,-148.59378710603943,-152.59298726600701,False,2024
45427,47401,1,2024-10-18 10:37:00+08:00,2024-10-30 13:01:00+08:00,902.16,954.28,1974,577.7245721379809,573.494328357882,False,2024
48251,50176,1,2024-11-05 09:41:00+08:00,2024-11-15 09:46:00+08:00,964.62,1015.33,1925,525.6992390786008,521.4898012705315,False,2024
50178,50454,-1,2024-11-15 09:48:00+08:00,2024-11-18 10:24:00+08:00,1014.14,997.23,276,166.74226438164297,162.74306422167538,False,2024
50847,51481,1,2024-11-19 14:27:00+08:00,2024-11-22 13:01:00+08:00,993.03,991.92,634,-11.177910032930116,-15.172639922939046,False,2024
51626,51827,-1,2024-11-25 09:56:00+08:00,2024-11-25 14:47:00+08:00,953.26,959.94,201,-70.07532047919929,-74.07452063916686,False,2024
52167,54121,1,2024-11-27 10:57:00+08:00,2024-12-09 13:01:00+08:00,976.96,997.93,1954,214.64543072387653,210.56038955981958,False,2024
54241,54979,1,2024-12-10 09:31:00+08:00,2024-12-13 09:49:00+08:00,1047.62,999.67,738,-457.70412935988156,-461.5202844771138,False,2024
56197,57551,1,2024-12-20 10:07:00+08:00,2024-12-27 14:11:00+08:00,1009.25,1019.93,1354,105.82115432251626,101.77963416481805,False,2024
57553,58079,-1,2024-12-27 14:13:00+08:00,2024-12-31 14:59:00+08:00,1019.54,989.48,526,294.8388488926368,290.8396487326681,True,2024
0,1126,-1,2025-01-02 09:30:00+08:00,2025-01-08 13:46:00+08:00,986.82,954.74,1126,325.0846152287146,321.085415068747,False,2025
1133,1682,1,2025-01-08 13:53:00+08:00,2025-01-13 09:32:00+08:00,961.85,941.13,549,-215.41820450174166,-219.33125460991909,False,2025
1683,2025,-1,2025-01-13 09:33:00+08:00,2025-01-14 11:15:00+08:00,942.39,981.95,342,-419.78374133851304,-423.7829414984806,False,2025
2428,2759,-1,2025-01-16 09:58:00+08:00,2025-01-17 11:29:00+08:00,970.71,968.02,331,27.71167495956628,23.712474799597594,False,2025
2759,4970,1,2025-01-17 11:29:00+08:00,2025-02-07 13:50:00+08:00,968.02,1019.34,2211,530.1543356542227,525.9431161638583,False,2025
4973,5046,-1,2025-02-07 13:53:00+08:00,2025-02-10 09:36:00+08:00,1018.37,1026.6,73,-80.8154207213474,-84.81462088131497,False,2025
5288,5418,-1,2025-02-11 09:38:00+08:00,2025-02-11 13:18:00+08:00,1022.46,1036.78,130,-140.05437865539872,-144.05357881536628,False,2025
6242,8406,1,2025-02-17 09:32:00+08:00,2025-02-28 09:36:00+08:00,1036.61,1108.85,2164,696.886968097934,692.6090688905351,False,2025
8407,9010,-1,2025-02-28 09:37:00+08:00,2025-03-04 13:10:00+08:00,1106.82,1080.61,603,236.80453913012101,232.80533897015232,False,2025
9013,10082,1,2025-03-04 13:13:00+08:00,2025-03-11 09:32:00+08:00,1082.93,1091.95,1069,83.29254891821236,79.26003840074802,False,2025
10573,11288,-1,2025-03-13 09:43:00+08:00,2025-03-18 09:38:00+08:00,1083.82,1093.15,715,-86.08440515952998,-90.08360531949755,False,2025
11290,11547,1,2025-03-18 09:40:00+08:00,2025-03-19 09:57:00+08:00,1096.61,1080.63,257,-145.72181541295248,-149.66273850216982,False,2025
11554,12458,-1,2025-03-19 10:04:00+08:00,2025-03-24 14:38:00+08:00,1076.44,1040.98,904,329.4191966110516,325.419996451084,False,2025
12473,13456,1,2025-03-24 14:53:00+08:00,2025-03-31 09:46:00+08:00,1046.76,1020.81,983,-247.90782987504366,-251.80788673172194,False,2025
13458,13637,-1,2025-03-31 09:48:00+08:00,2025-03-31 14:17:00+08:00,1018.74,1024.32,179,-54.773543789385926,-58.7727439493535,False,2025
14179,14401,1,2025-04-03 09:49:00+08:00,2025-04-07 09:31:00+08:00,1030.26,977.95,222,-507.7359113233548,-511.5320577295446,False,2025
14401,14649,-1,2025-04-07 09:31:00+08:00,2025-04-08 09:39:00+08:00,977.95,948.82,248,297.8679891610003,293.8687890010327,False,2025
14906,15847,1,2025-04-09 09:56:00+08:00,2025-04-15 09:37:00+08:00,957.33,1004.05,941,488.02398337041365,483.8296126512098,False,2025
15848,16328,-1,2025-04-15 09:38:00+08:00,2025-04-17 09:38:00+08:00,1004.48,1015.82,480,-112.89423383243013,-116.89343399239772,False,2025
16341,16566,1,2025-04-17 09:51:00+08:00,2025-04-18 09:36:00+08:00,1021.82,1006.23,225,-152.57090289874986,-156.50908690079012,False,2025
16813,17621,1,2025-04-21 09:43:00+08:00,2025-04-24 11:11:00+08:00,1019.71,1001.91,808,-174.55943356444516,-178.48882391295007,False,2025
18493,19442,1,2025-04-30 09:43:00+08:00,2025-05-09 09:32:00+08:00,1009.81,1018.56,949,86.6499638545859,82.6161106396861,False,2025
19442,19725,-1,2025-05-09 09:32:00+08:00,2025-05-12 10:15:00+08:00,1018.56,1015.18,283,33.18410304744002,29.18490288747133,False,2025
19922,20433,1,2025-05-13 09:32:00+08:00,2025-05-15 10:03:00+08:00,1018.73,1003.43,511,-150.18699753614916,-154.1261349096601,False,2025
22815,23042,1,2025-05-29 09:45:00+08:00,2025-05-30 09:32:00+08:00,976.41,979.17,227,28.26681414569654,24.25630952096247,False,2025
23043,23288,-1,2025-05-30 09:33:00+08:00,2025-06-03 09:38:00+08:00,978.45,983.51,245,-51.71444631815625,-55.71364647812382,False,2025
23288,24004,1,2025-06-03 09:38:00+08:00,2025-06-06 09:34:00+08:00,983.51,992.01,716,86.4251507356295,82.3913874279958,False,2025
24006,24256,-1,2025-06-06 09:36:00+08:00,2025-06-09 09:46:00+08:00,991.93,995.24,250,-33.36929017168533,-37.36849033165291,False,2025
24281,24616,1,2025-06-09 10:11:00+08:00,2025-06-10 13:16:00+08:00,1000.53,986.27,335,-142.52446203512181,-146.46666380995322,False,2025
24616,25925,-1,2025-06-10 13:16:00+08:00,2025-06-18 09:35:00+08:00,986.27,967.05,1309,194.87564257252066,190.87644241255308,False,2025
25928,27175,1,2025-06-18 09:38:00+08:00,2025-06-25 10:25:00+08:00,966.94,977.2,1247,106.10792810308745,102.06629325881566,False,2025
27179,27244,-1,2025-06-25 10:29:00+08:00,2025-06-25 13:04:00+08:00,976.93,983.58,65,-68.07038375318709,-72.06958391315466,False,2025
27326,28085,1,2025-06-25 14:26:00+08:00,2025-07-01 09:35:00+08:00,995.15,998.39,759,32.557905843340066,28.545685125145326,False,2025
28092,28931,-1,2025-07-01 09:42:00+08:00,2025-07-04 13:11:00+08:00,993.87,988.46,839,54.43367844889191,50.43447828892322,False,2025
28932,30527,1,2025-07-04 13:12:00+08:00,2025-07-15 10:17:00+08:00,990.48,990.38,1595,-1.0096115014945894,-5.008407897614253,False,2025
30743,33123,1,2025-07-16 09:53:00+08:00,2025-07-30 09:33:00+08:00,1004.95,1060.41,2380,551.8682521518481,547.6483488316508,False,2025
33297,33497,-1,2025-07-30 13:57:00+08:00,2025-07-31 13:17:00+08:00,1054.39,1068.68,200,-135.52859947457696,-139.52779963454452,False,2025
34609,35069,-1,2025-08-07 10:19:00+08:00,2025-08-11 09:59:00+08:00,1054.0,1050.38,460,34.345351043642005,30.346150883673317,False,2025
35350,39003,1,2025-08-12 10:40:00+08:00,2025-09-02 13:03:00+08:00,1057.67,1320.31,3653,2483.194191004754,2478.201911784197,False,2025
39383,40626,-1,2025-09-04 09:53:00+08:00,2025-09-11 10:36:00+08:00,1276.32,1287.99,1243,-91.43474990598088,-95.43395006594847,False,2025
40638,42539,1,2025-09-11 10:48:00+08:00,2025-09-23 10:29:00+08:00,1297.31,1371.2,1901,569.5631730272654,565.336193154029,False,2025
42732,43466,1,2025-09-24 09:42:00+08:00,2025-09-29 09:56:00+08:00,1426.41,1425.82,734,-4.136258158594641,-8.133804146133183,False,2025
43467,43684,-1,2025-09-29 09:57:00+08:00,2025-09-30 09:34:00+08:00,1425.71,1486.31,217,-425.051377909953,-429.0505780699205,False,2025
43686,44162,1,2025-09-30 09:36:00+08:00,2025-10-10 09:32:00+08:00,1493.82,1510.72,476,113.13277369428664,109.08832947365221,False,2025
44163,45861,-1,2025-10-10 09:33:00+08:00,2025-10-21 09:51:00+08:00,1507.42,1384.64,1698,814.504252298629,810.5050521386614,False,2025
46234,46329,1,2025-10-22 13:34:00+08:00,2025-10-23 09:39:00+08:00,1423.59,1386.55,95,-260.18727302102417,-264.082419082603,False,2025
46332,46561,-1,2025-10-23 09:42:00+08:00,2025-10-24 09:31:00+08:00,1386.22,1426.93,229,-293.67632843271707,-297.67552859268466,False,2025
46562,47539,1,2025-10-24 09:32:00+08:00,2025-10-30 09:49:00+08:00,1420.84,1471.97,977,359.85754905548896,355.7144346587471,False,2025
47764,48255,-1,2025-10-31 09:34:00+08:00,2025-11-04 09:45:00+08:00,1438.26,1413.23,491,174.02973036864,170.0305302086713,False,2025
48482,48723,-1,2025-11-05 09:32:00+08:00,2025-11-06 09:33:00+08:00,1363.49,1411.61,241,-352.91787985243684,-356.9170800124044,False,2025
48724,48967,1,2025-11-06 09:34:00+08:00,2025-11-07 09:37:00+08:00,1411.81,1419.71,243,55.95653806107048,51.93495976150597,False,2025
49685,52106,-1,2025-11-12 09:35:00+08:00,2025-11-26 09:56:00+08:00,1370.94,1317.81,2421,387.54431266138647,383.54511250141775,False,2025
52108,52807,1,2025-11-26 09:58:00+08:00,2025-12-01 09:37:00+08:00,1321.4,1310.62,699,-81.58014227334753,-85.54671690151227,False,2025
54041,54484,1,2025-12-08 10:11:00+08:00,2025-12-10 09:34:00+08:00,1347.04,1331.46,443,-115.66100486993692,-119.61394987898721,False,2025
54484,55042,-1,2025-12-10 09:34:00+08:00,2025-12-12 10:52:00+08:00,1331.46,1335.07,558,-27.1130938969244,-31.112294056891976,False,2025
55447,55852,-1,2025-12-16 09:37:00+08:00,2025-12-17 13:52:00+08:00,1306.6,1313.19,405,-50.436246747285196,-54.43544690725277,False,2025
55854,57156,1,2025-12-17 13:54:00+08:00,2025-12-25 10:06:00+08:00,1314.82,1340.46,1302,195.00768165984672,190.9304940247103,False,2025
57476,57603,-1,2025-12-26 11:26:00+08:00,2025-12-29 09:33:00+08:00,1340.51,1358.62,127,-135.09783589827686,-139.0970360582444,False,2025
57604,58319,1,2025-12-29 09:34:00+08:00,2025-12-31 14:59:00+08:00,1359.1,1344.68,715,-106.09962475167323,-110.05639354801366,True,2025
