symbol,year,trading_day,start_timestamp,start_shock_intensity,start_vol_ratio,same_session_normal_recovered,right_censored,bars_to_leave_unsafe,bars_to_normal,available_bars_after_start,recurrent_shock_before_normal,recurrent_shock_count_before_normal,peak_vol_ratio_before_normal,peak_shock_intensity_before_normal
000688.SH,2020,2020-12-01,2020-12-01 10:15:00,3.0547553745435043,1.4683367108709182,True,False,1.0,6.0,6,False,0,1.4683367108709182,3.0547553745435043
000688.SH,2020,2020-12-02,2020-12-02 09:55:00,4.312708458742791,1.5734338978150748,True,False,1.0,12.0,12,False,0,1.5734338978150748,4.312708458742791
000688.SH,2020,2020-12-03,2020-12-03 09:45:00,4.1002336337064,1.1645136330001744,True,False,1.0,1.0,1,False,0,1.1645136330001744,4.1002336337064
000688.SH,2020,2020-12-10,2020-12-10 09:50:00,5.905446967035658,2.1784304533331995,True,False,7.0,17.0,17,True,1,2.1784304533331995,5.905446967035658
000688.SH,2020,2020-12-11,2020-12-11 15:00:00,4.163575658410683,1.506880435906163,False,True,,,0,False,0,1.506880435906163,4.163575658410683
000688.SH,2020,2020-12-14,2020-12-14 10:05:00,3.840229453478888,1.6595723011708547,True,False,1.0,9.0,9,False,0,1.6595723011708547,3.840229453478888
000688.SH,2020,2020-12-15,2020-12-15 10:45:00,3.0180031600792585,1.5172259346148655,True,False,1.0,5.0,5,False,0,1.5172259346148655,3.0180031600792585
000688.SH,2020,2020-12-21,2020-12-21 09:40:00,7.19851999417345,2.129481208364956,True,False,1.0,12.0,12,True,1,2.129481208364956,7.19851999417345
000688.SH,2020,2020-12-22,2020-12-22 09:55:00,4.114393662950282,1.2669717988661016,True,False,1.0,1.0,1,False,0,1.2669717988661016,4.114393662950282
000688.SH,2020,2020-12-23,2020-12-23 13:25:00,4.3340285606974165,1.2201642354512405,True,False,1.0,12.0,12,False,0,1.445028878751814,4.3340285606974165
000688.SH,2020,2020-12-29,2020-12-29 09:45:00,4.831427590789384,1.3978917174685344,True,False,13.0,13.0,13,True,1,2.2989082315228004,6.786968275465749
000688.SH,2020,2020-12-30,2020-12-30 10:05:00,3.1034730764064435,1.1628090655470729,True,False,1.0,1.0,1,False,0,1.1628090655470729,3.1034730764064435
000688.SH,2020,2020-12-31,2020-12-31 09:40:00,4.090696575953036,1.3530721060785318,True,False,1.0,16.0,16,False,0,1.5493594961722161,4.090696575953036
000688.SH,2021,2021-01-04,2021-01-04 09:45:00,3.0421721459181104,1.0737206257461223,True,False,1.0,1.0,1,False,0,1.0737206257461223,3.0421721459181104
000688.SH,2021,2021-01-04,2021-01-04 10:45:00,3.083581893153581,1.0877997795111385,True,False,1.0,1.0,1,False,0,1.0877997795111385,3.083581893153581
000688.SH,2021,2021-01-06,2021-01-06 09:55:00,3.1223558668386127,1.2532432072188855,True,False,1.0,12.0,12,False,0,1.485416290171519,3.1223558668386127
000688.SH,2021,2021-01-08,2021-01-08 09:55:00,3.6381694314484356,1.6402448877726887,True,False,3.0,12.0,12,False,0,1.699752104315694,3.6381694314484356
000688.SH,2021,2021-01-13,2021-01-13 11:05:00,4.014242939955318,1.6919455189540413,True,False,1.0,12.0,12,False,0,1.6919455189540413,4.014242939955318
000688.SH,2021,2021-01-14,2021-01-14 09:50:00,3.052545249302721,1.0883733057025922,True,False,1.0,15.0,15,True,1,1.5741478898580354,3.19091735402543
000688.SH,2021,2021-01-18,2021-01-18 09:50:00,3.0937785575124144,1.0484400876898878,True,False,2.0,12.0,12,True,1,1.2724003785234366,3.238734459314458
000688.SH,2021,2021-01-20,2021-01-20 09:55:00,3.4116402669849957,1.3281631584226563,True,False,1.0,3.0,3,False,0,1.3281631584226563,3.4116402669849957
000688.SH,2021,2021-01-27,2021-01-27 09:55:00,3.872088850036913,1.285380171720826,True,False,1.0,13.0,13,False,0,1.5844529269862648,3.872088850036913
