entry_i,exit_i,side,entry_time,exit_time,entry,exit,bars,gross_bp,net_bp,forced_year_end
28325,28564,-1,2025-07-02 09:35:00+08:00,2025-07-03 09:34:00+08:00,6332.72,6335.92,239,-5.0531209338156025,-9.052321093783178,False
28566,28850,1,2025-07-03 09:36:00+08:00,2025-07-04 10:20:00+08:00,6332.25,6294.66,284,-59.36278573966614,-63.33824553341194,False
28934,28987,1,2025-07-04 13:14:00+08:00,2025-07-04 14:07:00+08:00,6362.51,6321.18,53,-64.95864053651768,-68.93186243592365,False
29289,29614,1,2025-07-08 09:39:00+08:00,2025-07-09 11:04:00+08:00,6352.54,6402.01,325,77.87436206619702,73.84401839010567,False
29616,30021,-1,2025-07-09 11:06:00+08:00,2025-07-11 09:51:00+08:00,6404.9,6426.93,405,-34.39554091398955,-38.39474107395713,False
30121,30506,1,2025-07-11 13:01:00+08:00,2025-07-15 09:56:00+08:00,6469.71,6439.59,385,-46.55540974788597,-50.53599146764287,False
30522,30744,-1,2025-07-15 10:12:00+08:00,2025-07-16 09:54:00+08:00,6426.09,6477.72,222,-80.34434625098675,-84.34354641095432,False
31203,31735,1,2025-07-18 09:33:00+08:00,2025-07-22 10:25:00+08:00,6552.68,6598.87,532,70.49024216045919,66.46285154171983,False
32125,32164,-1,2025-07-23 14:25:00+08:00,2025-07-24 09:34:00+08:00,6604.01,6638.02,39,-51.49901347817565,-55.49821363814323,False
33291,34082,-1,2025-07-30 13:51:00+08:00,2025-08-05 09:32:00+08:00,6705.01,6764.57,791,-88.82909943460193,-92.8282995945695,False
34083,34606,1,2025-08-05 09:33:00+08:00,2025-08-07 10:16:00+08:00,6761.65,6828.88,523,99.42839395709724,95.38943039222758,False
34606,34677,-1,2025-08-07 10:16:00+08:00,2025-08-07 11:27:00+08:00,6828.88,6860.12,71,-45.74688675156091,-49.74608691152849,False
35064,35889,1,2025-08-11 09:54:00+08:00,2025-08-14 13:09:00+08:00,6899.73,7000.62,825,146.22311307833868,142.16543536864856,False
35889,36021,-1,2025-08-14 13:09:00+08:00,2025-08-15 09:51:00+08:00,7000.62,7032.91,132,-46.124486116942975,-50.12368627691055,False
36242,36516,1,2025-08-18 09:32:00+08:00,2025-08-19 10:06:00+08:00,7160.96,7193.59,274,45.56651622128926,41.549093099424454,False
36723,36962,-1,2025-08-20 09:33:00+08:00,2025-08-21 09:32:00+08:00,7183.26,7337.61,239,-214.8745834064192,-218.87378356638675,False
36963,38096,1,2025-08-21 09:33:00+08:00,2025-08-27 13:56:00+08:00,7334.31,7475.35,1133,192.30166164233563,188.2255561987667,False
38098,40343,-1,2025-08-27 13:58:00+08:00,2025-09-10 09:53:00+08:00,7468.82,7291.17,2245,237.8555113123626,233.8563111523939,False
40564,40682,-1,2025-09-11 09:34:00+08:00,2025-09-11 13:02:00+08:00,7175.6,7365.29,118,-264.35420034561565,-268.3534005055832,False
41908,42712,-1,2025-09-18 13:28:00+08:00,2025-09-23 14:52:00+08:00,7576.15,7404.78,804,226.19668301182006,222.19748285185136,False
43684,44171,1,2025-09-30 09:34:00+08:00,2025-10-10 09:41:00+08:00,7550.86,7562.74,487,15.733307199445878,11.727814975011075,False
44171,44642,-1,2025-10-10 09:41:00+08:00,2025-10-14 09:32:00+08:00,7562.74,7581.13,471,-24.316583672054914,-28.31578383202249,False
44644,44743,1,2025-10-14 09:34:00+08:00,2025-10-14 11:13:00+08:00,7590.84,7447.42,99,-188.9382466235623,-192.86188659691783,False
45379,45606,-1,2025-10-17 09:49:00+08:00,2025-10-20 09:36:00+08:00,7334.52,7271.62,227,85.75884993155758,81.7596497715889,False
45858,46328,1,2025-10-21 09:48:00+08:00,2025-10-23 09:38:00+08:00,7293.12,7255.12,470,-52.10390066254234,-56.08226342972422,False
46329,46548,-1,2025-10-23 09:39:00+08:00,2025-10-23 14:48:00+08:00,7254.31,7311.17,219,-78.380990059701,-82.38019021966858,False
46562,47538,1,2025-10-24 09:32:00+08:00,2025-10-30 09:48:00+08:00,7350.15,7515.47,976,224.92057985211255,220.83142945025224,False
47539,47802,-1,2025-10-30 09:49:00+08:00,2025-10-31 10:12:00+08:00,7516.85,7577.05,263,-80.08673846092495,-84.08593862089253,False
48006,48133,-1,2025-11-03 09:36:00+08:00,2025-11-03 13:13:00+08:00,7458.04,7497.9,127,-53.4456774165859,-57.44487757655348,False
48272,48468,-1,2025-11-04 10:02:00+08:00,2025-11-04 14:48:00+08:00,7469.88,7445.88,196,32.129030185223954,28.129830025256375,False
48482,49442,-1,2025-11-05 09:32:00+08:00,2025-11-11 09:32:00+08:00,7356.43,7595.43,960,-324.8858481627637,-328.8850483227312,False
49444,49682,1,2025-11-11 09:34:00+08:00,2025-11-12 09:32:00+08:00,7591.13,7489.19,238,-134.28830753787759,-138.23380311574707,False
49682,51752,-1,2025-11-12 09:32:00+08:00,2025-11-24 13:32:00+08:00,7489.19,7143.35,2070,461.7855869593368,457.78638679936813,False
51849,53043,1,2025-11-25 09:39:00+08:00,2025-12-02 09:33:00+08:00,7237.08,7329.71,1194,127.99361068276171,123.94322331596098,False
53044,53606,-1,2025-12-02 09:34:00+08:00,2025-12-04 10:56:00+08:00,7322.77,7269.14,562,73.2373132025177,69.238113042549,False
53767,53794,-1,2025-12-05 09:37:00+08:00,2025-12-05 10:04:00+08:00,7200.55,7263.23,27,-87.04890598634663,-91.0481061463142,False
54007,54484,1,2025-12-08 09:37:00+08:00,2025-12-10 09:34:00+08:00,7385.17,7346.1,477,-52.90331840702378,-56.881361471048386,False
54485,54669,-1,2025-12-10 09:35:00+08:00,2025-12-10 14:09:00+08:00,7341.71,7399.82,184,-79.15049763610904,-83.14969779607662,False
54675,54971,1,2025-12-10 14:15:00+08:00,2025-12-12 09:41:00+08:00,7411.81,7289.12,296,-165.53311539286742,-169.46611554667922,False
55444,55852,-1,2025-12-16 09:34:00+08:00,2025-12-17 13:52:00+08:00,7265.18,7231.34,408,46.578336668878784,42.579136508911205,False
55853,57468,1,2025-12-17 13:53:00+08:00,2025-12-26 11:18:00+08:00,7239.95,7583.95,1615,475.1414029102419,470.95218419282105,False
57468,58319,-1,2025-12-26 11:18:00+08:00,2025-12-31 14:59:00+08:00,7583.95,7597.43,851,-17.77437878678123,-21.773578946748806,True
