view,scenario,cost_bps,year,mdd_improvement_vs_baseline,mdd_improvement_vs_matched
4,legacy_on_minute,3,2022,0.04075076130750671,0.004514789043951528
4,legacy_on_minute,3,2023,0.07987312076457936,0.027915645393099486
4,legacy_on_minute,3,2024,0.006718086926165212,-0.014791699095819288
4,legacy_on_minute,3,2025,0.06678374741634632,0.033977130965509805
4,legacy_on_minute,5,2021,0.05283880899962731,0.010746087925265296
4,legacy_on_minute,5,2022,0.06172623663814847,0.012310887901175516
4,legacy_on_minute,5,2023,0.08658699050195823,0.023491662191303664
4,legacy_on_minute,5,2024,0.021838209199016634,-0.007884692588997239
4,legacy_on_minute,5,2025,0.09445449248640841,0.044665630376224785
4,literal_publication,0,2021,0.02915082432379132,-0.008779044580826317
4,literal_publication,0,2022,0.03546086402137985,0.0042018160573886465
4,literal_publication,0,2023,0.052511488347779356,0.007297065124087787
4,literal_publication,0,2024,-0.005018378522228584,-0.05170399658527075
4,literal_publication,0,2025,0.1319923186996057,0.07469171855775197
4,literal_publication,1,2021,0.03110943568851479,-0.008518992448624085
4,literal_publication,1,2022,0.037565620635606894,0.0058088947814502745
4,literal_publication,1,2023,0.053498701180046515,0.007264400259194781
4,literal_publication,1,2024,-0.004397284450274541,-0.051544852792925144
4,literal_publication,1,2025,0.13279166584787605,0.07450514189770768
4,literal_publication,3,2021,0.03450587963117771,-0.008347272262008681
4,literal_publication,3,2022,0.03735620033241105,0.004462183444518125
4,literal_publication,3,2023,0.05536551189366923,0.007198330848182999
4,literal_publication,3,2024,-0.0031764975147007823,-0.05122689133299063
4,literal_publication,3,2025,0.12815859767585114,0.0680328349589242
4,literal_publication,5,2021,0.037678155192240215,-0.008178524973380508
4,literal_publication,5,2022,0.056929534799782605,0.019570752753104853
4,literal_publication,5,2023,0.0570939969142385,0.007131341686307746
4,literal_publication,5,2024,-0.0019838409784058153,-0.050909389256408255
4,literal_publication,5,2025,0.12177222580539815,0.05997657227771247
