rank,leg,view,days,eff_1d,eff_5d,eff_20d,wick_1d
9,decline,5m_offset_2,6,0.1253308186297852,0.06155251540864889,0.013098017534928334,0.44732914613823155
9,decline,5m_offset_3,6,0.1202241792706082,0.06385162849857275,0.013575652795109618,0.43334369863331235
9,decline,5m_offset_4,6,0.1205345219136496,0.06182474631889437,0.0134025953865937,0.44191973121713785
9,decline,60m_offset_30,6,0.5392957283714906,0.307772472129138,0.06016851042170345,0.5467696831668671
9,decline,60m_offset_45,6,0.6025048806621167,0.32915978239764393,0.05956417633891897,0.5036444039576835
9,decline,daily_noon_close_1130,6,1.0,0.482461467615153,0.07328900267000418,0.4314293652879715
9,decline,daily_proxy_close_1400,6,1.0,0.4519002064406697,0.0777914539120823,0.6350238645283605
9,decline,daily_proxy_close_1430,6,1.0,0.5255107020484204,0.07949334094076109,0.4148235293308548
9,recovery,15m_offset_10,23,0.3058821179014688,0.15112538948436416,0.04012526355118219,0.5182578812926865
9,recovery,15m_offset_5,23,0.317567761741591,0.1553801052510544,0.03958605143265657,0.5134383967789117
9,recovery,1m_official,23,0.07155377982504914,0.034824619792042676,0.009120184183029748,0.3677725024422023
9,recovery,30m_offset_15,23,0.4701047261633558,0.23170459698484652,0.06114402369275296,0.5271055291530685
9,recovery,5m_offset_0,23,0.16352201799717175,0.07974321342061592,0.020954597915099637,0.470541003774709
9,recovery,5m_offset_1,23,0.17170466137524698,0.08075678767991165,0.02061151711083154,0.4741356815638949
9,recovery,5m_offset_2,23,0.1666848849746794,0.07961822154588524,0.02040070861085441,0.4693554312694447
9,recovery,5m_offset_3,23,0.16723447843284198,0.07964650934219195,0.020866100161078826,0.4701768838808157
9,recovery,5m_offset_4,23,0.1703033913622345,0.08109281397405085,0.02110228131532635,0.4660901529697606
9,recovery,60m_offset_30,23,0.7835986492704848,0.3523850995962838,0.09776764611959754,0.5927344873843624
9,recovery,60m_offset_45,23,0.7823687642466509,0.3621661771039862,0.09744686205183718,0.49689518379983055
9,recovery,daily_noon_close_1130,23,1.0,0.4558766695403479,0.11961197132418037,0.4571226233412623
9,recovery,daily_proxy_close_1400,23,1.0,0.4654199809532151,0.12560110229540927,0.5137502946023607
9,recovery,daily_proxy_close_1430,23,1.0,0.4620751265691224,0.1319091711532338,0.4551891214018651
10,decline,15m_offset_10,9,0.30950422718414433,0.24441845936859133,0.21192994983457,0.48911137716090064
10,decline,15m_offset_5,9,0.24040499183761949,0.21912172112829553,0.19590771575120838,0.4216891895088205
10,decline,1m_official,9,0.08160062758472739,0.062348269726310614,0.05367429719333386,0.3005205520541955
10,decline,30m_offset_15,9,0.3518621556137428,0.3240739817404734,0.31457403306165566,0.4647705694160496
10,decline,5m_offset_0,9,0.1534152190110849,0.11990920420297006,0.10899095382903158,0.3950231204565238
10,decline,5m_offset_1,9,0.16377544484077375,0.12617892990837776,0.11146403432155057,0.4126168309012075
10,decline,5m_offset_2,9,0.1650936734401463,0.12266626873419163,0.11026703414978561,0.4090271337774018
10,decline,5m_offset_3,9,0.1633443558794664,0.12179515314139285,0.11168078874927757,0.398774122884673
10,decline,5m_offset_4,9,0.169957168552638,0.131159643638193,0.11430672026846025,0.4128963616415335
10,decline,60m_offset_30,9,0.6621918560667704,0.5196272123791117,0.48438234628932597,0.5463024233298643
10,decline,60m_offset_45,9,0.6517596058101329,0.49219080054240316,0.44353866529045494,0.5164926877916534
10,decline,daily_noon_close_1130,9,1.0,0.7471322690289584,0.616589549022807,0.48151914789568434
10,decline,daily_proxy_close_1400,9,1.0,0.7502458068151153,0.6662172650293594,0.695492198469453
10,decline,daily_proxy_close_1430,9,1.0,0.7905610251519004,0.6812299447082749,0.42490229557050724
10,recovery,15m_offset_10,6,0.5002576043346648,0.20947542655646648,0.137243183912855,0.4809683443931357
10,recovery,15m_offset_5,6,0.4707377926339292,0.18339702957891668,0.12746645824644273,0.45331207167762594
10,recovery,1m_official,6,0.12453869012201996,0.053084244682233966,0.03455459587130535,0.3499040513912726
10,recovery,30m_offset_15,6,0.6004176322451505,0.263908332407161,0.19670649269022333,0.45880975435663446
